"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GME00102404","1988","47.6781","9.1908","443.0","KONSTANZ, GM","    116.9","","     116.9","E","       177","E","       108","E","         5","E","        8","","         0","E","        63","E","         3","E","       103","E","         1","E","   -8.0","E,1122, ","   100"," ,E,1123,+","  35.2"," ,E,0604, ","   32.5","E,0723, ","-1.3","E,1101","-3.0","E,1105","-4.5","E,1121","-8.0","E,1122","","","-0.5","E,0402","-6.1","E,0310","-6.1","E,0310","","","","","    2941.6","6","    2941.6","E","    995.8"," ,E","     10.43","E","     14.35","E","      6.50","E"
"GME00102404","1989","47.6781","9.1908","443.0","KONSTANZ, GM","    142.1","","     142.1","E","       150","E","        81","E","         4","E","        0","","         0","E","        62","E","        18","E","       107","E","         0","E","   -9.0","E,1126, ","    10"," ,E,1128,+","  48.7"," ,E,0710, ","   31.3","E,0821,+","0.0","E,1114","-3.9","E,1124","-5.8","E,1125","-9.0","E,1126","-9.0","E,1126","-1.5","E,0324","-2.2","E,0208","","","","","","","    2960.4","4","    2960.4","E","    772.6"," ,E","     10.44","E","     14.45","E","      6.42","E"
"GME00102404","1990","47.6781","9.1908","443.0","KONSTANZ, GM","    154.4","","     154.4","E","       158","E","        88","E","         3","E","       13","","         0","E","        64","E","        16","E","        95","E","         2","E","   -7.1","E,1208, ","    80"," ,E,1221,+","  49.7"," ,E,0524, ","   32.8","E,0805, ","-0.7","E,1023","-4.2","E,1201","-6.6","E,1207","-7.1","E,1208","","","-2.1","E,0305","-2.8","E,0304","-4.7","E,0114","","","","","    2965.8","8","    2965.8","E","    906.5"," ,E","     10.62","E","     14.82","E","      6.42","E"
"GME00102404","1991","47.6781","9.1908","443.0","KONSTANZ, GM","    192.8","","     192.8","E","       139","E","        76","E","         5","E","        7","","         0","E","        82","E","        31","E","        96","E","         2","E","  -10.8","E,0207,+","    40"," ,E,0216,+","  43.8"," ,E,0511, ","   33.3","E,0807, ","-1.3","E,1022","-2.2","E,1205","-5.7","E,1209","-7.7","E,1210","","","-0.7","E,0425","-2.5","E,0220","-5.5","E,0217","-9.4","E,0214","-9.4","E,0214","    3314.7","7","    3314.7","E","    716.1"," ,E","      9.69","E","     13.69","E","      5.69","E"
"GME00102404","1992","47.6781","9.1908","443.0","KONSTANZ, GM","    237.1","","     237.1","E","       153","E","        90","E","         4","E","       20","","         0","E","        61","E","        18","E","       106","E","         8","E","   -8.6","E,0122, ","   150"," ,E,0120, ","  44.0"," ,E,0624, ","   33.8","E,0809, ","-1.0","E,1019","-2.3","E,1215","-4.7","E,1228","-6.7","E,1230","","","0.0","E,0402","-2.4","E,0301","-5.3","E,0221","-7.7","E,0220","","","    3111.4","4","    3111.4","E","    896.3"," ,E","     10.60","E","     14.51","E","      6.68","E"
"GME00102404","1993","47.6781","9.1908","443.0","KONSTANZ, GM","    154.0","","     154.0","E","       156","E","        83","E","         5","E","        2","","         0","E","        68","E","        19","E","        98","E","         0","E","  -11.3","E,0103, ","    40"," ,E,0303,+","  55.6"," ,E,0705, ","   31.9","E,0822, ","-1.6","E,1118","-3.9","E,1119","-5.2","E,1120","","","","","-3.6","E,0330","-3.6","E,0330","-4.8","E,0309","-6.7","E,0226","-9.0","E,0105","    2959.1","1","    2959.1","E","    859.8"," ,E","     10.09","E","     13.95","E","      6.22","E"
"GME00102404","1994","47.6781","9.1908","443.0","KONSTANZ, GM","    276.7","","     276.7","E","       172","E","        93","E","         3","E","       10","","         0","E","        36","E","         9","E","       100","E","         6","E","   -7.0","E,0215, ","   100"," ,E,0117, ","  51.5"," ,E,0518, ","   34.3","E,0704, ","-1.4","E,1215","-3.5","E,1224","","","","","","","-1.1","E,0404","-4.9","E,0220","-4.9","E,0220","-7.0","E,0215","","","    3199.6","6","    3199.6","E","    869.6"," ,E","     11.21","E","     15.06","E","      7.36","E"
"GME00102404","1995","47.6781","9.1908","443.0","KONSTANZ, GM","    210.7","","     210.7","E","       172","E","        96","E","         6","E","       19","","         0","E","        73","E","        19","E","        82","E","         3","E","  -10.4","E,0106, ","   140"," ,E,1227, ","  46.4"," ,E,1116, ","   34.3","E,0721, ","-1.2","E,1104","-2.3","E,1105","-4.5","E,1207","-6.7","E,1229","","","-3.5","E,0331","-3.5","E,0331","-4.6","E,0328","-7.1","E,0114","-9.0","E,0107","    2919.7","7","    2919.7","E","   1040.2"," ,E","     10.30","E","     14.20","E","      6.40","E"
"GME00102404","1996","47.6781","9.1908","443.0","KONSTANZ, GM","    124.5","","     124.5","E","       141","E","        86","E","         3","E","       25","","         0","E","       100","E","        24","E","        86","E","         1","E","  -12.8","E,1229, ","   120"," ,E,0215, ","  64.9"," ,E,0802, ","   32.9","E,0607, ","-0.7","E,1121","-2.9","E,1123","-7.6","E,1225","-7.6","E,1225","-9.8","E,1226","-0.1","E,0416","-2.4","E,0315","-5.4","E,0314","-7.7","E,0313","","","    3294.5","5","    3294.5","E","    825.1"," ,E","      9.22","E","     13.18","E","      5.27","E"
"GME00102404","1997","47.6781","9.1908","443.0","KONSTANZ, GM","    162.0","","     162.0","E","       120","E","        74","E","         4","E","       25","","         0","E","        63","E","        19","E","        99","E","         0","E","  -10.9","E,0101, ","   100"," ,E,0102,+","  33.5"," ,E,0603, ","   31.3","E,0805, ","-2.2","E,1028","-2.2","E,1028","-5.5","E,1216","","","","","-1.5","E,0422","-2.6","E,0217","-5.8","E,0118","-7.0","E,0115","-10.9","E,0101","    3268.1","1","    3268.1","E","    708.3"," ,E","     10.42","E","     14.70","E","      6.14","E"
"GME00102404","1998","47.6781","9.1908","443.0","KONSTANZ, GM","    221.7","","     221.7","E","       133","E","        77","E","         3","E","       13","","         0","E","        79","E","        19","E","       102","E","        10","E","   -8.4","E,1122, ","   100"," ,E,1208, ","  37.6"," ,E,0911, ","   35.0","E,0812,+","0.0","E,1111","-3.4","E,1118","-4.4","E,1119","-8.4","E,1122","","","-0.3","E,0414","-3.6","E,0326","-5.5","E,0207","","","","","    2902.7","7","    2902.7","E","    773.0"," ,E","     10.55","E","     14.71","E","      6.40","E"
"GME00102404","1999","47.6781","9.1908","443.0","KONSTANZ, GM","    164.2","","     164.2","E","       173","E","       110","E","         4","E","       35","","         0","E","        74","E","        19","E","       108","E","         0","E","   -9.9","E,0212, ","   210"," ,E,0210, ","  31.9"," ,E,0521, ","   31.8","E,0704, ","-0.9","E,1117","-2.6","E,1119","-4.8","E,1121","-6.8","E,1222","","","-0.3","E,0420","-4.0","E,0225","-6.4","E,0216","-7.1","E,0215","-9.3","E,0213","    3159.1","1","    3159.1","E","    973.4"," ,E","     10.40","E","     14.23","E","      6.57","E"
"GME00102404","2000","47.6781","9.1908","443.0","KONSTANZ, GM","    172.3","","     172.3","E","       157","E","        84","E","         2","E","        5","","         0","E","        45","E","         5","E","       108","E","         2","E","  -11.4","E,0125, ","    40"," ,E,0125,+","  67.6"," ,E,0920, ","   33.3","E,0620, ","-2.0","E,1119","-3.2","E,1223","","","","","","","-0.1","E,0402","-2.2","E,0306","-8.0","E,0128","-8.0","E,0128","-9.9","E,0127","    2877.1","1","    2877.1","E","    771.9"," ,E","     11.22","E","     15.21","E","      7.22","E"
"GME00102404","2001","47.6781","9.1908","443.0","KONSTANZ, GM","    191.8","","     191.8","E","       185","E","        99","E","         1","E","       11","","         0","E","        72","E","        12","E","        98","E","         1","E","  -13.4","E,1214, ","    50"," ,E,1224, ","  36.4"," ,E,0715, ","   32.4","E,0706, ","-0.9","E,1110","-2.7","E,1111","-11.8","E,1213","-11.8","E,1213","-11.8","E,1213","-1.0","E,0423","-4.7","E,0227","-4.7","E,0227","","","","","    2852.9","9","    2852.9","E","    895.7"," ,E","     10.45","E","     14.40","E","      6.51","E"
"GME00102404","2002","47.6781","9.1908","443.0","KONSTANZ, GM","    179.5","","     179.5","E","       155","E","        99","E","         5","E","        1","","         0","E","        43","E","        13","E","       100","E","         3","E","   -8.6","E,0102, ","    30"," ,E,0224, ","  35.6"," ,E,1102, ","   35.2","E,0618, ","-2.6","E,1209","-2.6","E,1209","","","","","","","0.0","E,0329","-2.4","E,0326","-4.9","E,0222","-7.1","E,0111","","","    2977.0","0","    2977.0","E","   1018.2"," ,E","     11.10","E","     15.31","E","      6.89","E"
"GME00102404","2003","47.6781","9.1908","443.0","KONSTANZ, GM","    455.8","","     455.8","E","       129","E","        75","E","         1","E","       25","","         0","E","        88","E","        18","E","       123","E","        20","E","  -10.0","E,0113, ","   170"," ,E,0206, ","  28.4"," ,E,1007, ","   36.3","E,0623, ","-0.2","E,1017","-3.5","E,1024","-4.5","E,1208","-7.8","E,1224","","","-0.5","E,0411","-3.3","E,0408","-5.1","E,0225","-6.7","E,0220","-10.0","E,0113","    2929.2","2","    2929.2","E","    626.5"," ,E","     11.11","E","     15.89","E","      6.34","E"
"GME00102404","2004","47.6781","9.1908","443.0","KONSTANZ, GM","    173.5","","     173.5","E","       155","E","        82","E","         2","E","       22","","         0","E","        80","E","        10","E","       104","E","         0","E","   -6.8","E,0228, ","   100"," ,E,0224,+","  27.0"," ,E,0113, ","   31.2","E,0610, ","-0.5","E,1109","-2.5","E,1115","-4.7","E,1220","","","","","-1.2","E,0329","-2.9","E,0328","-5.8","E,0302","-6.8","E,0228","","","    3152.3","3","    3152.3","E","    734.8"," ,E","     10.40","E","     14.52","E","      6.28","E"
"GME00102404","2005","47.6781","9.1908","443.0","KONSTANZ, GM","    200.0","","     200.0","E","       141","E","        85","E","         2","E","       21","","         0","E","        95","E","        21","E","        97","E","         2","E","  -12.5","E,0301, ","   110"," ,E,1231, ","  27.0"," ,E,1001, ","   33.6","E,0728, ","-0.1","E,1117","-2.4","E,1119","-6.1","E,1126","-7.8","E,1230","","","-0.2","E,0422","-2.7","E,0314","-8.1","E,0307","-8.1","E,0307","-10.0","E,0302","    3077.7","7","    3077.7","E","    748.5"," ,E","     10.27","E","     14.48","E","      6.05","E"
"GME00102404","2006","47.6781","9.1908","443.0","KONSTANZ, GM","    292.9","","     292.9","E","       149","E","        83","E","         5","E","        9","","         0","E","        83","E","        19","E","       108","E","        11","E","   -9.7","E,0124, ","   410"," ,E,0305, ","  39.3"," ,E,0304, ","   35.5","E,0721, ","-0.4","E,1103","-2.6","E,1227","","","","","","","-1.9","E,0407","-2.5","E,0320","-4.5","E,0315","-6.7","E,0204","-9.7","E,0124","    3268.6","6","    3268.6","E","    837.0"," ,E","     10.84","E","     15.05","E","      6.64","E"
"GME00102404","2007","47.6781","9.1908","443.0","KONSTANZ, GM","    165.2","","     165.2","E","       154","E","        85","E","         4","E","        6","","         0","E","        47","E","        16","E","       115","E","         2","E","   -6.5","E,0124, ","   110"," ,E,0125, ","  48.4"," ,E,0620, ","   35.2","E,0716, ","-0.3","E,1114","-2.8","E,1115","-4.8","E,1117","","","","","-1.6","E,0322","-4.3","E,0127","-6.3","E,0126","","","","","    2403.5","5","    2403.5","E","    906.3"," ,E","     11.11","E","     15.46","E","      6.77","E"
"GME00102404","2008","47.6781","9.1908","443.0","KONSTANZ, GM","    206.3","","     206.3","E","       137","E","        77","E","         4","E","       14","","         0","E","        83","E","         7","E","       107","E","         2","E","   -6.4","E,0217, ","   140"," ,E,1218, ","  37.8"," ,E,0422, ","   33.0","E,0622, ","0.0","E,1121","-2.7","E,1123","-4.4","E,1127","","","","","-0.3","E,0417","-4.0","E,0324","-5.1","E,0218","","","","","    3059.9","9","    3059.9","E","    752.7"," ,E","     10.65","E","     14.88","E","      6.42","E"
"GME00102404","2009","47.6781","9.1908","443.0","KONSTANZ, GM","    206.8","","     206.8","E","       148","E","        87","E","         2","E","       10","","         0","E","        76","E","        25","E","       128","E","         1","E","  -13.6","E,1219, ","    90"," ,E,1221,+","  67.3"," ,E,0717, ","   34.1","E,0820, ","-0.1","E,1015","-3.2","E,1214","-6.8","E,1218","-6.8","E,1218","-13.6","E,1219","-0.6","E,0325","-2.4","E,0322","-6.4","E,0220","-8.8","E,0219","","","    3157.7","7","    3157.7","E","    789.1"," ,E","     10.70","E","     14.94","E","      6.46","E"
"GME00102404","2010","47.6781","9.1908","443.0","KONSTANZ, GM","    199.1","","     199.1","E","       164","E","        96","E","         5","E","       47","","         0","E","        85","E","        32","E","        93","E","         7","E","   -9.4","E,1226, ","   230"," ,E,1218, ","  38.4"," ,E,0925, ","   35.3","E,0710, ","-0.2","E,1022","-4.1","E,1127","-5.3","E,1130","-7.3","E,1216","-9.4","E,1226","-0.8","E,0402","-4.3","E,0313","-7.5","E,0309","-7.5","E,0309","","","    3109.4","4","    3109.4","E","    888.3"," ,E","      9.72","E","     13.77","E","      5.67","E"
"GME00102404","2011","47.6781","9.1908","443.0","KONSTANZ, GM","    185.8","","     185.8","E","       135","E","        78","E","         3","E","        9","","         0","E","        54","E","        11","E","       125","E","         5","E","   -7.6","E,0223, ","    80"," ,E,0221, ","  38.5"," ,E,0629, ","   34.5","E,0823, ","-0.1","E,1124","-2.4","E,1219","","","","","","","-0.2","E,0322","-3.0","E,0308","-7.6","E,0223","-7.6","E,0223","","","    2971.1","1","    2971.1","E","    801.4"," ,E","     11.27","E","     15.67","E","      6.87","E"
"GME00102404","2012","47.6781","9.1908","443.0","KONSTANZ, GM","    221.7","","     221.7","E","       165","E","        99","E","         3","E","       19","","         0","E","        59","E","        20","E","       114","E","         6","E","  -13.6","E,0206, ","   140"," ,E,1210, ","  70.7"," ,E,0831, ","   34.1","E,0820, ","-0.3","E,1027","-2.5","E,1201","-4.5","E,1206","-6.8","E,1212","","","-0.6","E,0409","-2.5","E,0223","-4.7","E,0222","-13.0","E,0213","-13.0","E,0213","    2935.7","7","    2935.7","E","    958.3"," ,E","     10.80","E","     15.09","E","      6.51","E"
"GME00102404","2013","47.6781","9.1908","443.0","KONSTANZ, GM","    243.1","","     243.1","E","       170","E","        90","E","         3","E","       25","","         0","E","        89","E","        20","E","       103","E","        12","E","   -7.3","E,0214, ","   120"," ,E,0118, ","  47.8"," ,E,0419, ","   36.7","E,0728, ","-0.2","E,1113","-2.5","E,1126","","","","","","","-0.6","E,0408","-2.2","E,0328","-5.3","E,0316","-7.3","E,0214","","","    3192.0","0","    3192.0","E","    872.3"," ,E","     10.13","E","     14.11","E","      6.15","E"
"GME00102404","2014","47.6781","9.1908","443.0","KONSTANZ, GM","    153.6","","     153.6","E","       159","E","        86","E","         2","E","        4","","         0","E","        29","E","         2","E","       105","E","         4","E","  -10.5","E,1229, ","   220"," ,E,1231, ","  30.6"," ,E,1105, ","   34.9","E,0609, ","-0.9","E,1209","-7.9","E,1228","-7.9","E,1228","-7.9","E,1228","-10.5","E,1229","0.0","E,0327","-2.2","E,0224","","","","","","","    2726.6","6","    2726.6","E","    792.7"," ,E","     11.70","E","     15.92","E","      7.48","E"
"GME00102404","2015","47.6781","9.1908","443.0","KONSTANZ, GM","    342.1","","     342.1","E","       137","E","        73","E","         3","E","       10","","         0","E","        65","E","         3","E","       104","E","        20","E","   -5.9","E,0208, ","   190"," ,E,0101, ","  62.9"," ,E,0614, ","   36.4","E,0704, ","-0.8","E,1123","","","","","","","","","-0.5","E,0408","-2.9","E,0226","-4.5","E,0209","","","","","    2755.9","9","    2755.9","E","    736.0"," ,E","     11.49","E","     15.83","E","      7.14","E"
"GME00102404","2016","47.6781","9.1908","443.0","KONSTANZ, GM","    246.1","","     246.1","E","       159","E","       100","E","         3","E","","","         0","E","        58","E","         3","E","       113","E","         3","E","   -7.4","E,0118, ","","","  50.6"," ,E,0512, ","   33.8","E,0624, ","-0.3","E,1107","-2.8","E,1129","","","","","","","-0.6","E,0428","-2.3","E,0227","-5.0","E,0121","-7.4","E,0118","","","    2756.7","7","    2756.7","E","    977.8"," ,E","     11.13","E","     15.22","E","      7.05","E"
"GME00102404","2017","47.6781","9.1908","443.0","KONSTANZ, GM","    302.3","","     302.3","E","       165","E","        89","E","         5","E","","","         0","E","        63","E","        16","E","       110","E","        11","E","  -10.4","E,0107, ","","","  76.6"," ,E,0708, ","   34.6","E,0622, ","-0.1","E,1115","-3.6","E,1209","","","","","","","-1.2","E,0421","-2.5","E,0216","-4.5","E,0128","-7.9","E,0125","-10.4","E,0107","    2925.5","5","    2925.5","E","    978.8"," ,E","     11.12","E","     15.46","E","      6.77","E"
"GME00102404","2018","47.6781","9.1908","443.0","KONSTANZ, GM","    422.3","","     422.3","E","       121","E","        65","E","         2","E","","","         0","E","        57","E","         9","E","       155","E","        16","E","  -11.2","E,0228, ","","","  35.5"," ,E,0612, ","   36.6","E,0731, ","-0.2","E,1118","-2.7","E,1121","","","","","","","-0.2","E,0325","-4.6","E,0322","-4.6","E,0322","-7.3","E,0302","-11.2","E,0228","    2759.1","1","    2759.1","E","    616.0"," ,E","     12.37","E","     16.92","E","      7.83","E"
"GME00102404","2019","47.6781","9.1908","443.0","KONSTANZ, GM","    288.2","","     288.2","E","       156","E","        90","E","         7","E","","","         0","E","        55","E","         4","E","       113","E","        11","E","   -4.2","E,0120, ","","","  34.4"," ,E,0520, ","   36.9","E,0725, ","-1.0","E,1202","-2.5","E,1204","","","","","","","-1.1","E,0320","-2.7","E,0217","","","","","","","    2720.3","3","    2720.3","E","    881.2"," ,E","     11.52","E","     15.96","E","      7.08","E"
"GME00102404","2020","47.6781","9.1908","443.0","KONSTANZ, GM","    257.4","","     257.4","E","       133","E","        73","E","         4","E","","","         0","E","        62","E","         2","E","       130","E","         5","E","   -5.7","E,1227, ","","","  36.3"," ,E,0803, ","   34.3","E,0821, ","-0.2","E,1120","-2.5","E,1121","-4.8","E,1226","","","","","-1.3","E,0402","-2.3","E,0326","","","","","","","    2566.8","8","    2566.8","E","    765.0"," ,E","     11.68","E","     16.24","E","      7.13","E"
"GME00102404","2021","47.6781","9.1908","443.0","KONSTANZ, GM","    113.8","","     113.8","E","       150","E","        95","E","         5","E","","","         0","E","        86","E","         9","E","        99","E","         2","E","   -9.8","E,0212, ","","","  55.9"," ,E,0708, ","   32.8","E,0617, ","-0.3","E,1023","-3.2","E,1210","","","","","","","-0.6","E,0417","-2.5","E,0414","-7.8","E,0215","-7.8","E,0215","-9.3","E,0213","    3097.2","2","    3097.2","E","    991.7"," ,E","      9.89","E","     14.45","E","      5.33","E"
"GME00102404","2022","47.6781","9.1908","443.0","KONSTANZ, GM","    232.0","","     232.0","E","       149","E","        74","E","         7","E","        1","","         0","E","        77","E","         3","E","       123","E","        10","E","   -8.1","E,1213, ","    50"," ,E,1211, ","  84.6"," ,E,0826, ","   35.6","E,0804, ","-1.4","E,1202","-5.6","E,1211","-5.6","E,1211","-7.1","E,1212","","","-1.0","E,0411","-3.2","E,0404","-5.5","E,0309","","","","","    2906.8","8","    2906.8","E","    872.0"," ,E","     11.51","E","     16.51","E","      6.51","E"
